Name,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long Pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,Overall Rating
Brandon Hanlan,63,65,40,35,30,46,61,64,22,48,61,49,58,49,84,81,83,77,85,76,72,57,67,65,59,60,40,62,61,66
Sinan Bakıs,67,60,20,24,27,57,69,73,24,53,59,35,67,43,39,51,76,55,36,41,44,76,67,69,60,34,40,68,66,66
Luka Kyei G,72,70,33,24,20,32,64,70,19,60,54,48,63,55,78,72,49,76,74,83,62,62,65,63,58,56,48,55,58,66
Florian Kamberi,64,64,40,22,38,76,62,66,24,66,58,59,61,55,72,68,75,68,74,67,73,64,72,65,56,60,42,67,62,66
Adjin Sekulski,65,64,26,23,18,65,64,68,19,45,64,31,56,24,69,75,75,53,68,69,71,69,62,68,55,34,27,68,64,66
Warren Caddy,65,64,36,18,17,60,64,68,20,54,66,41,53,43,78,51,73,77,81,72,63,66,68,64,61,51,48,65,51,66
Sergiu Buș,63,58,38,35,38,59,61,68,47,63,68,48,65,46,66,67,77,66,69,60,80,71,69,66,64,44,61,59,60,66
Ryan Hardie,64,63,22,18,21,27,64,67,18,45,61,39,57,42,83,73,70,69,88,71,70,61,66,67,59,48,55,59,60,66
Marko Kvasina,67,65,23,23,25,48,58,68,22,57,63,32,59,52,50,59,90,37,55,60,54,79,69,65,64,53,34,56,56,66
Nicolás Contin,68,62,40,18,20,50,62,69,26,52,65,43,55,52,60,66,84,55,72,66,62,64,63,70,56,56,50,51,54,66
Christian Doidge,63,58,25,34,37,74,65,69,26,58,63,45,62,53,55,76,80,71,55,62,90,72,70,66,60,53,42,64,59,66
Harold Reina,72,69,40,13,15,34,61,71,13,60,49,47,66,48,73,58,62,71,72,70,65,58,59,71,58,54,54,70,57,66
Gustaf Nilsson,62,61,24,22,27,61,63,63,21,53,55,35,58,46,73,69,79,48,81,44,50,69,67,66,56,47,38,68,61,66
Bartosz Ju Yeop,62,60,31,45,39,75,63,65,19,54,51,37,63,51,78,66,72,69,78,76,83,66,65,67,59,58,40,66,60,66
Lee Gregory,68,59,24,29,23,71,68,69,21,61,66,43,60,46,55,75,79,58,66,65,65,67,67,67,59,56,61,70,63,66
Tyler Walker,65,65,39,18,34,51,65,66,31,62,65,58,60,43,76,68,63,72,78,79,75,62,68,66,64,59,45,68,61,66
Colby Bishop,65,60,33,23,28,67,65,67,30,60,65,38,61,44,74,79,77,66,72,64,86,65,65,67,60,47,51,65,61,66
Alex Alegría,67,65,45,25,20,58,63,71,19,56,77,48,66,46,46,64,79,37,48,63,73,71,69,66,65,66,45,63,68,66
Dion Charles,64,65,38,34,40,72,65,67,35,61,64,55,61,53,74,86,69,73,77,71,64,61,68,67,62,52,52,63,62,66
Fred Friday,65,69,34,15,14,56,57,62,23,50,57,44,58,34,69,60,86,64,80,60,72,60,68,67,63,47,45,61,55,66
Fabian Piasecki,65,63,36,27,29,68,58,68,37,54,58,51,66,55,75,73,78,62,77,74,72,58,63,70,59,51,52,62,58,66
Stefan Kutschke,59,49,28,18,53,81,68,72,20,50,72,38,53,34,47,68,91,35,60,45,45,75,73,68,65,37,29,66,59,66
Lawrence Shankland,65,64,26,20,23,70,65,65,19,64,67,48,63,54,73,80,70,72,67,69,69,67,67,68,63,59,47,67,68,66
Juanma,68,56,28,19,46,56,60,70,25,62,63,44,55,45,50,70,90,38,53,34,39,68,71,68,54,44,45,66,61,66
Gaëtan Karlen,64,64,38,30,36,64,64,69,45,66,65,46,63,58,66,68,76,62,70,65,73,64,65,66,64,61,58,63,61,66
Macauley Bonne,65,63,27,23,35,65,67,66,39,53,60,41,58,48,75,75,72,69,70,68,71,64,66,67,57,52,44,64,59,66
Joe Ironside,64,60,42,31,34,71,65,68,41,54,62,47,56,42,73,81,85,70,68,55,80,67,65,68,61,45,43,65,51,66
Callum Paterson,63,58,63,61,62,85,66,66,61,63,60,64,58,60,65,77,85,56,68,58,93,69,69,64,59,40,44,55,62,66
Blair Turgott,67,69,22,22,22,57,63,67,22,58,67,59,58,49,80,71,65,72,76,76,64,54,66,68,63,56,55,57,59,66
Apostolos Giannou,65,64,23,19,22,58,61,69,25,56,64,43,61,58,59,62,78,61,66,62,70,68,68,66,60,54,44,65,59,66
Kevin Luckassen,61,59,22,24,27,55,57,68,28,42,62,31,54,42,69,78,84,71,74,68,75,68,70,69,58,38,39,67,61,66
Guillermo,65,65,33,27,29,60,66,66,23,58,64,59,63,52,71,81,70,65,73,74,75,62,67,67,63,64,56,74,63,66
Matt Smith,65,49,42,13,32,68,71,72,21,62,56,40,53,41,31,64,93,28,34,34,60,80,74,66,56,50,45,62,68,66
Amaury Escoto,68,65,19,14,23,60,64,67,44,57,58,58,63,57,68,60,77,52,67,66,60,64,67,65,60,44,33,61,75,66
Roope Riski,65,63,36,40,41,45,68,68,38,48,57,57,55,48,84,69,58,72,81,79,85,60,66,69,59,57,49,63,64,66
Bobby Wood,65,65,18,18,20,58,61,59,36,38,59,62,62,59,75,60,73,75,75,74,81,65,73,66,64,67,62,69,71,66
Alexander Søderlund,65,62,38,23,31,75,66,68,44,53,69,53,60,53,53,62,82,51,54,50,73,67,75,65,63,51,61,65,65,66
Tom Eaves,64,60,31,31,42,67,63,66,24,53,61,33,55,41,52,69,91,34,54,58,69,73,74,65,60,40,38,65,63,66
Miguel Angel Sansores,63,62,30,25,32,41,67,70,34,50,58,45,62,52,67,58,70,64,66,70,78,66,65,70,60,45,48,57,52,66
Jayden Stockley,64,58,32,18,25,74,66,68,37,45,56,31,53,40,60,76,82,51,55,67,74,72,71,68,52,47,55,65,64,66
Dejan Sorgić,68,66,43,33,37,63,62,70,34,62,70,53,66,61,51,72,66,73,59,74,75,61,68,69,67,65,57,62,65,66
Ariel Nahuelpan,68,61,30,32,36,76,60,69,39,60,68,48,66,46,32,40,85,32,34,27,63,70,75,70,67,67,56,70,69,66
Atdhe Nuhiu,69,64,35,34,44,73,64,68,29,64,64,47,66,52,32,53,91,36,32,46,34,77,72,66,59,61,43,72,65,66
Aziz Bouhaddouz,65,63,14,14,13,73,66,65,33,44,68,50,63,54,53,58,83,57,65,59,75,67,71,64,63,66,64,71,66,66
Josh Magennis,64,62,44,48,49,75,65,65,52,56,59,57,61,56,59,76,86,47,63,58,80,71,73,66,58,42,38,66,57,66
Ched Evans,63,60,33,35,37,83,66,68,41,61,66,51,60,50,52,65,82,63,55,60,74,69,72,68,62,53,65,64,64,66
Gary Madine,66,59,31,19,23,79,66,67,33,63,65,42,62,39,46,64,86,51,51,53,81,71,70,65,63,42,37,70,68,66
Sam Baldock,68,66,43,28,28,72,67,69,35,56,62,57,61,41,69,72,53,76,69,77,56,60,67,66,66,63,58,68,65,66
Keunho,65,57,40,19,20,72,67,76,27,53,60,49,57,37,36,68,89,60,40,53,75,71,67,71,64,56,58,76,68,66
Guillaume Hoarau,64,61,32,33,48,63,70,73,34,66,74,66,66,60,36,34,84,48,34,45,76,78,69,67,65,64,59,69,65,66
Santiago Salcedo,64,66,14,34,36,68,65,61,21,60,59,59,63,59,66,61,74,63,70,68,75,69,71,68,60,65,68,79,60,66
Martin Abdellaoui,64,52,23,21,22,57,52,66,22,43,65,26,44,34,62,58,84,46,58,52,67,70,74,72,68,61,43,68,70,65
Enis Destan,65,60,40,46,49,68,55,63,46,61,59,44,62,48,67,63,67,66,70,70,80,71,73,66,66,60,58,72,64,65
Marcelo dos Santos,58,63,26,24,26,45,64,63,29,54,58,38,50,45,62,63,67,58,64,54,66,66,70,71,67,43,40,69,57,65
Beka Mikeltadze,68,67,24,15,25,50,60,61,26,61,62,56,64,54,76,66,64,68,74,72,71,58,62,72,58,57,52,65,54,65
Lenny Joseph,63,65,14,17,13,32,56,63,11,54,58,46,59,48,75,55,55,70,78,63,63,65,69,71,62,41,45,65,59,65
Koldo Obieta,62,48,16,15,15,45,59,70,21,56,76,37,57,40,48,59,84,51,49,54,70,75,69,69,62,38,43,68,56,65
Claudiu Bălan,62,61,18,19,22,36,64,67,17,56,64,37,57,37,74,72,65,73,73,70,77,61,67,66,61,40,44,68,52,65
Daniel Jebbison,63,62,22,25,28,53,56,63,31,50,57,42,57,47,82,73,78,68,84,69,70,61,66,65,58,54,40,58,55,65
Anton Maglica,68,60,34,35,38,45,61,71,40,49,51,48,60,49,61,51,58,61,55,59,72,65,66,72,66,54,49,58,59,65
Mutsuki Kato,66,64,17,25,27,59,65,68,16,56,51,52,57,50,52,65,65,68,55,58,60,62,67,69,64,45,57,61,62,65
Pérez Acuña Bastian,64,60,24,26,30,53,59,71,29,52,65,44,48,40,46,62,80,53,54,55,73,71,69,68,65,45,55,60,61,65
Mauro Méndez,64,55,32,31,29,32,57,66,31,58,51,64,66,61,74,62,75,76,69,54,47,65,67,65,61,56,64,68,48,65
Carlos Duarte,68,71,16,13,14,29,60,63,12,51,61,32,65,49,53,60,70,80,54,59,61,64,70,68,65,45,47,63,65,65
Rasmus Højlund,60,58,27,15,24,71,63,66,22,47,57,38,56,44,80,68,77,66,83,69,58,62,70,65,66,49,48,60,44,65
Tiago Morais,70,69,22,22,23,31,68,63,11,58,57,59,59,46,75,60,46,85,78,82,61,58,66,67,61,68,66,69,59,65
Dennis Borkowski,68,67,28,21,23,50,61,65,26,45,60,42,52,44,74,66,61,61,68,67,72,64,66,68,60,47,30,53,48,65
Djorkaeff Reasco,65,63,39,19,20,72,59,68,34,60,73,54,55,48,76,79,71,70,75,68,80,62,55,70,55,51,52,65,61,65
Marco Bustillo,63,61,25,30,42,63,61,64,40,63,72,46,65,58,50,49,70,54,63,56,67,62,68,71,64,51,52,69,62,65
Daichi Hayashi,67,64,19,25,35,62,62,68,23,50,63,52,62,51,72,72,71,68,69,69,69,61,65,66,61,59,43,66,59,65
Victor Boniface,64,65,23,16,19,46,60,64,28,56,66,38,56,44,73,66,81,76,74,70,74,58,67,64,60,56,38,60,58,65
Danylo Sikan,64,66,14,11,19,36,64,65,16,43,53,31,64,46,75,58,59,66,73,68,66,58,58,69,65,33,31,58,57,65
Bruce Anderson,64,63,16,14,12,55,60,64,14,53,58,48,58,35,76,65,60,62,69,68,67,63,69,67,63,59,44,61,60,65
Christopher Trejo,68,69,29,20,24,50,59,60,24,53,46,41,66,59,70,78,68,67,77,74,70,61,66,67,60,44,39,70,41,65
Sergio Moreno,67,64,13,19,14,32,67,67,15,49,59,29,65,48,69,55,58,64,74,64,65,62,59,65,62,44,43,59,53,65
Danny Mullen,65,62,40,34,37,79,59,65,43,54,57,44,56,42,80,79,69,56,79,72,76,62,65,66,66,54,47,60,63,65
Luke Jephcott,63,63,20,19,32,58,65,66,25,55,61,49,58,50,80,72,70,70,75,81,83,61,65,65,63,55,48,64,64,65
Charles Abi,69,67,28,26,19,35,60,65,23,60,64,48,65,52,75,64,72,40,74,66,66,63,69,62,47,49,40,64,57,65
Adrian Benedyczak,63,61,33,24,24,59,59,63,29,51,48,28,61,54,78,72,78,55,78,64,71,65,63,66,47,45,25,56,49,65
Leonardo Rocha,66,65,20,16,11,26,61,65,16,41,62,53,56,28,54,53,87,31,64,50,64,68,66,67,63,38,26,68,55,65
Emmanuel Apeh,60,62,30,15,16,35,67,66,17,55,52,48,64,38,66,66,73,64,73,71,56,66,68,63,62,54,45,62,65,65
Adam Marešić,64,58,27,19,26,73,63,71,25,43,61,63,48,39,70,68,81,68,58,65,78,66,68,65,57,45,41,68,66,65
Adrian Petre,61,60,33,25,25,71,63,67,30,57,62,44,57,47,69,72,80,68,78,65,71,65,67,64,54,50,45,67,58,65
Renat Dadashov,63,57,13,20,23,49,65,63,21,49,56,37,58,44,64,54,70,67,66,67,76,70,76,62,58,64,38,58,61,65
Pascal Sohm,64,60,24,25,23,48,66,64,17,59,70,57,60,54,68,78,82,57,73,67,58,58,70,63,56,66,37,54,57,65
Brandon Vazquez,62,58,30,21,29,67,61,68,30,50,59,44,57,38,63,65,82,56,68,64,78,77,63,66,58,34,41,64,50,65
Andrew Jung,65,62,24,24,26,55,66,64,25,41,64,31,58,37,50,67,85,40,63,54,73,71,66,65,67,56,51,63,59,65
Elias Huth,63,62,22,18,21,58,61,64,24,51,56,44,56,39,77,80,74,68,79,70,83,63,68,65,62,49,44,57,57,65
Vladislavs Gutkovskis,64,62,26,17,11,65,59,68,26,55,55,32,62,48,75,76,85,66,76,64,72,65,64,62,56,38,37,63,57,65
Pablo Sabbag,66,59,41,19,12,43,66,70,38,51,61,28,53,42,52,62,81,53,55,59,68,64,71,68,56,41,56,64,64,65
Hisashi Jogo,63,66,23,18,17,54,69,72,22,67,70,58,64,48,56,83,76,57,47,73,86,60,70,67,59,60,50,64,62,65
Mauro Guevgeozián,65,58,31,16,18,38,70,75,12,55,62,35,45,40,53,54,77,52,46,59,70,70,65,70,58,32,40,68,57,65
Hiroto Goya,63,60,23,20,21,38,65,68,32,48,68,58,54,48,69,74,64,69,70,68,72,67,65,67,62,50,45,67,67,65
Aldin Turkeš,66,64,29,18,13,55,63,67,10,60,65,45,56,41,59,55,70,47,66,59,66,67,68,68,59,55,37,69,56,65
Danilo Sacrio,64,67,18,26,28,56,61,57,25,41,62,43,52,38,82,40,61,75,87,89,80,60,70,66,58,43,46,58,68,65
Stephen Humphrys,63,64,31,29,35,59,64,65,29,56,62,53,55,41,69,77,84,67,69,67,78,61,68,66,64,55,64,63,58,65
Jean-Kévin Augustin,68,67,36,17,24,47,60,73,22,61,62,65,66,48,61,31,54,71,61,68,62,56,71,67,65,52,38,67,69,65
Ignacio Jeraldino,67,64,32,17,17,36,71,70,18,46,57,38,51,32,67,62,76,46,61,54,80,67,64,62,51,51,40,61,52,65
Dom Telford,62,64,30,12,13,56,63,68,22,47,67,39,56,43,80,60,58,73,83,80,66,61,65,67,64,60,44,65,59,65
Lucas Passerini,64,54,20,25,27,56,66,66,19,48,48,32,54,46,60,62,89,40,50,46,43,66,75,65,54,42,28,66,58,65
Atabey J.Diaz,65,64,22,27,29,66,61,65,23,52,51,53,50,29,65,54,78,53,52,51,67,71,67,68,55,59,38,69,60,65
Eamonn Brophy,64,64,23,23,27,64,60,63,38,66,61,56,60,48,80,74,72,79,76,80,83,62,67,66,63,65,67,67,60,65
Boris Babić,63,63,35,21,18,69,65,67,13,63,60,46,52,36,80,63,68,80,83,74,80,64,64,64,53,56,34,58,55,65
Guillermo Martínez,64,55,42,26,20,55,58,73,25,64,64,52,62,36,58,60,84,45,66,58,82,73,62,64,46,40,30,50,70,65
Hólmbert Aron Friðjónsson,61,60,34,16,21,53,56,66,39,55,65,37,53,39,61,65,85,54,68,54,62,71,69,68,63,56,39,64,61,65
Conor Washington,64,63,36,27,28,75,64,65,30,62,65,57,59,55,76,71,71,64,75,73,72,60,66,65,67,45,25,68,58,65
Martín Barragán,64,64,18,18,25,72,58,64,38,54,58,54,58,48,76,64,75,59,66,77,75,64,75,64,64,66,54,67,65,65
Enrique Triverio,68,62,25,26,21,75,68,72,31,62,66,42,55,40,45,61,76,56,41,64,85,65,70,68,66,55,60,70,61,65
Vincent Vermeij,57,58,30,23,22,36,60,68,26,60,66,50,61,56,41,73,89,46,41,42,67,82,69,68,58,35,34,62,58,65
Hazaa Al Hazaa,66,59,16,15,17,43,62,65,14,51,51,37,51,36,79,58,62,66,75,69,91,66,62,68,50,43,30,61,66,65
Tomi Jurić,63,63,45,36,38,65,60,66,48,52,65,52,58,51,58,62,85,47,69,56,70,63,70,66,64,45,60,76,65,65
Rhys Oates,63,66,27,29,30,63,60,64,39,56,59,54,54,42,85,69,80,84,87,78,72,58,64,61,60,44,43,57,55,65
Jamille Matt,63,58,30,16,22,69,63,68,12,53,64,40,59,43,55,75,92,51,55,50,76,65,68,67,56,56,39,63,61,65
Luka Wróblewski,66,66,30,18,20,35,58,66,22,55,60,57,55,50,72,64,70,68,74,72,65,65,62,65,63,58,60,65,58,65
Maurides,65,63,22,30,29,75,59,66,23,56,64,27,66,58,51,62,84,54,49,59,64,69,72,66,66,37,51,63,65,65
Joe Pigott,64,62,28,22,30,51,64,64,23,57,64,41,57,50,68,79,81,65,67,68,75,63,67,65,59,52,60,68,61,65
Kane Hemmings,63,62,20,19,20,27,60,65,43,63,57,38,57,43,73,75,73,64,71,68,69,62,67,66,61,41,44,65,61,65
Saido Berahino,65,66,18,21,26,51,65,65,31,65,64,61,64,66,68,56,71,65,67,62,52,53,70,64,65,61,58,66,64,65
Christian Kouakou,64,61,20,20,25,45,54,67,22,45,61,38,58,42,77,65,69,70,78,74,73,61,64,68,61,45,42,61,59,65
Piotr Parzyszek,63,58,41,24,37,63,63,67,26,57,65,42,65,33,59,54,79,58,62,59,64,71,64,64,57,49,43,56,62,65
Vadaine Oliver,59,58,35,33,42,71,63,68,40,57,64,40,56,47,68,70,89,58,69,65,92,68,69,64,52,49,39,60,58,65
Patrick Hoban,63,57,37,34,35,67,64,69,33,60,65,54,58,53,60,71,81,64,62,59,75,69,69,65,59,58,56,67,64,65
Felicio Brown Forbes,63,61,41,34,42,72,61,65,44,59,60,57,55,47,76,70,90,54,82,56,80,62,67,65,54,54,49,56,41,65
Idriss Saadi,62,61,14,18,19,67,61,65,18,53,64,42,59,39,58,67,80,61,55,60,78,64,81,63,56,59,61,68,68,65
Gilbert Othmane,57,51,25,10,18,51,57,70,22,38,55,43,49,34,56,69,78,60,72,69,84,68,65,76,61,55,40,68,61,65
Adriano Grimaldi,66,60,29,20,31,71,64,67,40,58,66,39,60,43,49,64,86,50,57,58,68,68,69,67,57,55,46,60,63,65
John Marquis,58,57,31,38,42,83,64,68,33,60,63,39,54,57,63,85,83,66,65,60,82,68,68,66,59,51,45,65,62,65
Shinzo Koroki,71,63,26,23,21,64,58,73,34,74,73,49,67,55,61,45,57,69,55,70,61,68,63,67,64,46,55,70,68,65
Marvin Pourié,64,62,14,13,12,74,64,64,35,56,63,56,58,46,71,82,77,64,81,64,84,71,68,61,53,57,46,62,59,65
Danny Hoesen,66,62,41,28,28,58,66,66,28,55,59,56,55,48,71,73,71,61,71,74,67,58,72,64,62,73,65,55,72,65
Eoin Doyle,63,62,39,15,12,53,67,68,23,59,63,56,62,49,65,84,69,72,63,65,79,65,67,65,60,62,57,67,65,65
Danny Hylton,64,59,31,34,39,80,65,68,46,58,65,50,59,53,55,65,80,68,54,68,76,69,66,67,58,58,40,64,61,65
Anthony Pilkington,67,66,22,18,22,70,65,66,49,67,65,67,63,61,62,58,70,63,60,70,65,60,69,65,63,69,68,65,64,65
Park Chu Young,70,62,31,40,36,55,61,71,32,72,68,62,68,61,53,39,61,69,57,66,75,65,69,65,64,77,75,80,69,65
Rodrigo Rivas,63,68,22,22,23,35,61,59,25,55,58,55,61,58,67,62,66,65,66,60,63,65,63,68,65,55,58,66,64,64
Alejandro Quintana,65,48,22,22,25,55,58,63,25,49,45,48,59,49,57,62,80,55,59,55,67,72,65,71,61,49,58,69,62,64
Facundo Suárez,60,62,22,23,25,35,55,62,25,45,61,35,61,55,60,70,72,55,61,55,66,66,66,69,65,55,44,72,63,64
Fodé Fofana,61,63,19,18,17,50,58,60,16,59,59,58,58,54,77,55,80,58,81,65,59,59,66,66,62,62,60,60,59,64
Alberto Toril,63,62,20,14,17,36,64,67,17,59,58,33,57,44,64,59,66,58,62,73,64,63,64,68,63,35,47,70,57,64
Ethyan,64,56,25,29,28,51,64,64,26,59,62,52,63,56,61,55,63,58,69,62,70,66,63,68,58,52,47,66,48,64
Falcão,63,65,14,24,19,45,62,64,17,51,50,45,58,51,81,70,56,83,79,84,71,55,62,67,56,50,56,60,53,64
Iñigo Orozco,62,58,28,37,32,42,53,64,27,55,62,54,67,52,58,71,84,40,58,50,64,72,69,66,50,57,48,66,63,64
Nadir E. Caicedo,65,64,27,28,31,40,62,66,38,53,59,46,51,42,66,40,62,55,68,60,56,58,68,66,63,43,47,61,53,64
Gilson Salazar,52,48,14,14,34,28,60,68,11,56,50,30,60,55,60,66,77,48,62,54,73,74,69,67,60,35,54,61,60,64
Dane Scarlett,63,61,17,18,16,57,61,68,13,48,54,43,50,40,74,51,56,69,70,62,76,64,63,67,53,45,41,68,59,64
David Datro Fofana,65,68,20,14,18,55,55,62,15,48,60,52,54,44,86,59,80,90,86,84,80,57,63,60,58,58,44,56,56,64
Joao Paredes,65,55,23,18,20,45,59,61,22,49,52,39,59,55,58,59,70,64,67,59,69,63,67,68,65,40,35,59,66,64
Sang Bin Jeong,63,68,23,17,18,67,62,67,22,56,61,53,58,54,85,65,63,72,87,82,63,54,60,65,53,58,51,51,52,64
Jovanny Bolívar,61,65,20,20,30,29,61,56,20,60,54,48,55,45,58,62,73,70,58,60,69,66,65,73,70,61,68,70,55,64
Igor Matanović,68,65,34,27,24,61,54,63,32,50,57,36,64,45,65,60,70,47,66,50,60,65,66,66,54,43,39,58,47,64
Salomón Rodríguez,65,51,28,22,20,41,67,72,31,47,61,57,46,38,62,55,79,55,60,46,73,67,67,65,44,64,65,68,55,64
Mohamed Badamosi,67,57,18,22,28,51,61,64,23,48,57,38,67,31,53,52,81,44,55,63,58,70,68,63,47,38,34,61,67,64
Liam Delap,62,60,19,15,21,64,56,60,17,52,53,42,50,43,69,60,73,62,78,72,60,66,69,67,57,55,37,60,62,64
Ged Garner,61,62,21,16,20,41,62,64,18,49,51,36,57,35,73,67,68,73,71,66,57,62,64,66,61,41,39,61,59,64
Slobodan Tedić,65,62,22,17,19,65,61,60,19,58,67,38,63,41,53,62,75,58,68,62,71,68,63,66,59,52,46,65,61,64
Emanuel Emegha,61,59,26,23,21,34,57,61,27,53,59,43,58,45,74,63,76,46,83,65,73,68,66,62,54,49,34,61,54,64
Luca Martínez Dupuy,66,64,18,23,21,40,58,64,25,54,58,35,56,48,71,58,57,71,69,68,65,57,67,68,58,47,39,60,59,64
Wahid Faghir,64,63,15,16,21,33,61,65,19,58,60,31,54,42,67,63,79,69,68,74,79,62,68,65,58,46,37,53,58,64
Kibe,59,60,29,20,25,54,63,62,19,44,58,30,51,40,51,54,85,35,55,59,49,71,73,66,61,41,44,70,60,64
Javi Cueto,63,63,20,16,23,65,52,64,21,52,69,43,56,40,69,61,73,53,68,65,71,67,67,65,61,49,61,68,58,64
Malik Tillman,65,63,12,16,15,43,62,59,14,55,56,39,59,43,68,58,58,66,66,65,62,61,70,68,60,44,32,58,51,64
Prince Ibara,59,54,21,21,28,56,54,65,22,50,59,46,58,31,53,52,82,43,55,48,56,73,70,66,63,38,41,64,65,64
Amin Sarr,66,67,17,19,24,49,54,56,22,61,59,52,55,44,87,69,70,53,90,74,47,55,63,66,58,52,41,58,52,64
Jang Hyuk Jin Murillo,57,62,31,33,35,41,60,60,32,46,45,33,58,36,72,70,73,49,74,60,61,62,64,68,66,39,68,66,60,64
Guillermo Paiva,55,68,21,20,22,34,61,62,19,42,48,33,60,31,56,48,72,61,59,59,72,65,62,70,64,38,45,69,65,64
Byron Palacios,59,64,23,23,30,46,65,64,27,55,58,48,61,53,78,59,66,69,79,75,57,61,65,64,59,59,59,65,59,64
Tsvetelin Chunchukov,63,63,30,36,34,53,57,67,33,52,58,35,60,46,68,82,72,59,68,63,65,72,57,64,57,49,46,64,54,64
Moses Mawa,63,65,28,28,30,60,62,64,31,62,62,57,56,41,84,73,82,66,85,73,81,54,65,63,58,53,43,60,53,65
Malik Abubakari,62,58,20,24,28,75,65,62,16,56,48,39,55,37,70,73,85,58,74,64,84,72,58,63,61,44,43,66,51,64
Ottman Dadoune,66,66,15,19,14,28,62,67,12,48,62,27,53,25,74,75,67,59,70,61,66,58,67,64,62,49,43,62,61,64
Sebastian Soto,63,61,22,17,15,49,63,64,17,50,56,41,50,37,66,54,66,69,73,71,65,60,63,68,58,47,37,58,61,64
Adrian Bălan,61,60,30,40,40,66,60,68,30,52,60,33,47,41,55,68,79,67,59,62,80,70,68,68,60,62,67,68,59,64
Enrique Borja,58,58,20,13,17,42,59,67,15,52,50,34,51,36,67,54,74,47,73,69,64,58,71,67,65,47,46,67,46,64
Daishawn Redan,67,65,20,17,15,40,61,63,21,55,60,43,58,40,78,67,60,74,77,76,62,58,66,67,55,52,40,55,48,64
Toto Kitala,63,53,16,17,19,56,51,63,27,42,56,31,53,39,67,56,78,55,70,61,73,65,70,69,61,42,46,66,54,64
Jordan Murray,62,61,15,16,11,50,48,65,11,53,54,31,58,40,70,69,78,65,69,63,75,69,66,65,63,31,28,65,60,64
Shuto Machino,62,53,20,24,29,63,64,65,32,58,61,51,61,39,64,78,73,52,72,62,66,62,63,65,58,55,61,61,61,64
Mikkel Kaufmann,61,60,23,17,22,38,58,66,18,54,60,51,55,43,71,62,73,56,74,61,70,63,67,64,60,46,32,61,55,64
Roberts Uldriķis,60,59,35,21,25,64,57,68,25,56,70,51,55,53,44,67,91,30,42,37,72,75,64,67,59,39,39,57,57,64
Marius Mouandilmadji,60,58,28,22,26,62,60,64,16,62,53,35,48,41,71,61,83,63,69,72,73,64,70,64,53,47,34,62,55,64
Prince Osei Owusu,56,52,35,26,32,53,62,65,32,55,51,36,50,35,69,65,86,54,76,50,63,67,71,66,49,30,31,61,44,64
Muhammed Kiprit,64,64,42,15,21,63,56,65,15,44,58,45,52,39,68,74,68,70,73,74,74,62,71,66,52,54,42,58,59,64
Tom Barlow,57,55,20,36,37,71,60,61,36,60,61,40,53,49,77,60,76,66,75,76,82,75,65,66,53,44,39,61,49,64
Gastón Verón,66,62,29,27,26,49,59,66,22,63,64,50,62,60,73,62,65,66,69,72,66,65,62,66,57,57,56,59,61,64
Marokhy Ndione,64,62,22,35,45,45,58,61,25,50,55,37,58,48,57,70,84,53,65,63,72,67,64,65,60,42,39,62,48,64
Sylla Sow,64,67,30,14,19,73,60,62,22,59,60,64,62,42,77,51,68,68,80,71,81,58,68,63,55,49,38,46,55,64
Sylla Sow,64,67,30,14,19,73,60,62,22,59,60,64,62,42,77,51,68,68,80,71,81,58,68,63,55,49,38,46,55,64
Claudio Medina,62,58,21,21,26,48,57,68,22,45,54,40,56,38,60,54,76,34,51,62,74,69,67,65,61,49,42,71,60,64
Dawid Kurminowski,60,60,20,20,22,73,60,67,20,50,65,35,58,35,81,72,79,78,84,73,74,65,63,61,55,51,30,60,51,64
Juan Eduardo Lescano,61,67,30,19,18,53,57,56,27,51,56,35,57,57,71,63,70,58,74,63,70,69,59,71,65,58,67,69,56,64
José de Jesús Godínez,65,63,28,25,21,62,62,62,26,53,61,52,60,45,61,54,79,52,68,54,62,71,58,65,55,57,46,59,58,64
Benjamin Girth,64,63,18,17,19,27,59,67,19,49,59,34,57,34,67,49,72,66,49,64,83,64,65,66,53,42,33,63,66,64
Firas Al Birekan,65,60,17,15,20,33,59,67,16,47,60,34,54,35,65,65,68,63,74,66,76,68,63,65,47,40,30,58,61,64
Harry Smith,62,59,20,27,30,68,61,65,32,51,58,38,55,47,54,65,90,33,53,33,66,68,66,65,63,44,39,60,53,64
Bjørn Johnsen,62,60,29,30,47,64,61,64,42,51,64,44,54,48,62,55,82,43,69,58,64,69,66,64,64,49,41,60,58,64
Andrija Pavlović,64,60,22,20,27,48,58,62,22,49,60,58,61,48,62,70,76,57,68,63,65,63,68,64,62,43,26,64,66,64
Omar Bogle,63,63,23,23,27,47,59,66,32,53,57,39,60,38,66,57,80,54,62,63,64,63,66,65,61,54,56,60,58,64
Liam Cullen,66,68,25,32,31,43,58,66,22,57,63,57,62,52,76,46,46,80,76,72,50,55,70,66,55,53,45,60,56,64
Tomás Sandoval,66,64,22,24,32,56,58,69,18,44,58,34,56,42,65,64,74,58,66,66,70,65,66,66,48,45,33,60,46,64
